No,Model,Sku ,Size,Selling price,Payout,Issues?,Location,Owner,Insurance Price,Consign Date,Sell Date,Buy in,Checked in/out from store,Bought in
,New balance 9060 black ,U9060BB,44,325,,,J5 store,J5,,,,,,
,yeezy foam rnnr onyx,hp8739,46,325,,,j5 store,j5 store,,,,,,
,jordan 1 low ice blue,dc0774141,41,325,,,J5 Store,J5 Store,,,,,,
MO1102,yeezy foam rnnr onyx,hp8739,48.5,325,210,,J5 Store,Mo,10,11-8-23,,,,
,new balance 9060 castlerock,u9060ecc,38.5,325,,,J5 Store,J5 Store,,,,190,,
,air max 1 liverpool,fb8914100,46,325,,,J5 Store,J5 Store,,,,190,,
,dunk low hyper ocean,fn6834412,45,325,,,j5store,j5store,,,,,,
,dunk low hyper ocean,fn6834412,43,325,,,j5store,j5store,,,,,,
,dunk low teddy bear praline,dz5350288,42.5,325,,,j5store,j5store,,,,,,
,dunk low hyper blue,fn6834412,45,325,,,j5store,j5store,,,,,,
,New Balance 9060 Shadow Grey,u9060gg,42.5,325,,,J5 Store,J5 Store,,,,,,
,New Balance 9060 Driftwood,u9060hsb,40,325,,,J5 Store,J5 Store,,,,,,
,Air Force 1 Foamposite Pro Low Pewter,532461001,43,345,,,J5 store,J5 store,,,,170,,deadstock 6-8-23
,Jordan 3 Cement  Reimagined,DN3707100,42,345,,,J5 store,j5 store,,,,230,bought instore,
TA1105,jordan high teana taylor,fj0604601,38.5,345,220,,j5 store,Tariq,10,11/7/23,,,,
MO1103,yeezy foam rnnr sand,fy4567,48.5,345,230,,J5 Store,Mo,10,11-8-23,,,,
,SB Dunk Why So Sad,dx5549400,39,345,,,j5store,j5store,,,,,,
, Jordan 3 White Cement Reimagined,dn3707100,44,365,,,J5 store,J5 store,,,,240,,deadstock 6-8-23
,"Air Jordan 5 Retro Bluebird (W)
",DD9336400,41,365,,,J5 store,J5 store,,,,,treehouse 7-8-23,
MO1105,dunk sb low gardenia,dq5130400,44,365,260,,J5 Store,Mo,10,11-8-23,,,,
,jordan 4 thunder,dh6927017,47.5,385,,,J5 store,J5 store,,,,250,,deadstock 6-8-23
,jordan 4 thunder,dh6927017,45,385,,,J5 store,J5 store,,,,230,,deadstock 6-8-23
,Jordan 1 High A Ma Maniére,do7097100,44,395,,,J5 store,J5 store,,,,280,,deadstock 6-8-23
,yeezy 350 bone,hq6316,45 1/3,395,,,j5 store,j5 store,,,,,,
,yeezy 350 bone,hq6316,42 2/3,395,,,j5 store,j5 store,,,,,,
,yeezy 350 bone,hq6316,51 1/3,395,,,j5 store,j5 store,,,,,,
,yeezy 350 bone,hq6316,47 1/3,395,,,j5 store,j5 store,,,,,,
,yeezy 350 bone,hq6316,44,395,,,j5 store,j5 store,,,,,,
,yeezy 350 bone,hq6316,48,395,,,j5 store,j5 store,,,,,,
,yeezy 350 bone,hq6316,46,395,,,,,,,,,,
GID1201,yeezy 350 bone,hq6316,42,395,260,,J5 store,Gideon,10,12-8-23,,,,
,yeezy 350 bone,hq6316,47 1/3,395,,,J5 Store,J5 Store,,,,230,,
,yeezy 350 bone,hq6316,47 1/3,395,,,J5 Store,J5 Store,,,,230,,
XT1403,Yeezy 350 bone,hq6316,42,395,,,J5 store,Xplct,,14-08-23,,,,
,yeezy 350 bone,hq6316,41 1/3,395,,,J5 Store,J5 Store,,,,230,,
,Dunk sb Low Phillies,dq4040400,46,425,,,J5 store,J5 store,,,,260,,deadstock 6-8-23
GG0514,Yeezy Boost Pirate Black,bb5350,36,425,290,,J5 store,Lino,,05-08-23,,,,
,"Air Jordan 5 Retro Bluebird (W)
",DD9336400,43,425,,,J5 store,J5 store,,,,,treehouse 7-8-23,
,Yeezy 350 granite,Hq2059,40,425,,,J5 store,J5 store,,,,,,
,Yeezy 350 granite,Hq2059,48,425,,,J5 store,J5 store,,,,,,
,jordan 1 high biohack,555088201,44.5,425,,,j5 store,j5 store,,,,,,
TA1320,dunk sb low raspberry,dm0807400,42.5,425,270,,,,,13/8/23,,,,
,yeezy 350 granite,hq2059,39 1/3,425,,,J5 Store,J5 Store,,,,,,
,yeezy 350 granite,hq2059,40 2/3,425,,,J5 Store,J5 Store,,,,,,
DA1401,jordan 11 cool grey,ct8012005,44.5,425,330,No,J5 store,Daniel,,14-8-23,,,,
,jordan 1 high biohack,555088201,43,425,,,,,,,,,,
,Air Structure Triax 91 Grey Fog/Purple,db1549002,44.5,425,,,J5 Store,J5 Store,,,,,,
,Dunk sb Low Red Patent Leather,304292616,44,445,,,J5 store,J5 store,,,,230,,deadstock 6-8-23
,adidas samba silver metallic,ig8181,42,445,,,j5 store,j5 store,,,,,,
,jordan 4 midnight navy,dh6927140,40,465,,,J5 store,J5 store,,,,300,,deadstock 6-8-23
TA1108,jordan 4 midnight navy ,dh6927140,42,465,340,,j5 store,Tariq,10,11/7/23,,,,
,jordan 1 high shatterboard,555088028,43,475,,,j5 store,j5 store,,,,,,
,Nike Zoom Terra Kiger 5 Off White,cd8179100,42,475,,,J5 Store,J5 Store,,,,,,
,Yeezy 350 Sand Taupe,fz5240,41 1/3,495,,,J5 store,J5 store,,,,330,,deadstock 6-8-23
,dunk sb low crenshaw,fn4193100,40.5,495,,,J5 store,J5 store,,,,250,,deadstock 6-8-23
TA1106,airforce stussy white ,cz9094200,44,495,370,,j5 store,Tariq,10,11/7/23,,,,
TA1301,Sb dunk low sean cliver ps,dj2519400,35,495,360,,j5 store,Tariq,,,,,,
TA1319,dunk sb low parra,dh7695600,39,495,360,,j5 store,Tariq,,13/8/23,,,,
,dunk low league of legends,do2327011,38,495,,,j5store,j5store,,,,,,
,Dunk sb Low Jarritos,fd0860001,37.5,545,,,J5 store,J5 store,,,,300,,deadstock 6-8-23
,Dunk sb Low Jarritos,fd0860001,39,545,,,J5 store,J5 store,,,,330,,deadstock 6-8-23
,dunk sb low jarritos,fd0860001,39,545,,,j5 store,j5 store,,,,,,
MO1101,jordan 4 military black,408452111,37.5,555,370,,J5 Store,Mo,10,11-8-23,,,,
TA1312,Air max corteiz pink beam,fb2709001,42.5,595,450,,j5 store,Tariq,,13/8/23,,,,
,Jordan 4 oreo,ct8527100,45,645,,,J5 store,J5 store,,,,320,,deadstock 6-8-23
,Dunk sb Low Club 58 Gulf,bq6817401,46,645,,,J5 store,J5 store,,,,400,,deadstock 6-8-23
,jordan 1 high j balvin,dc3481900,41,645,,,J5 Store,J5 Store,,,,,,
MIKE1104,jordan 4 university blue,CT8527400,43,695,570,,j5 store,Mike,,,,,,
MO1502,jordan 1 low travis olive,dz4137106,38,695,460,,J5 Store,Mo,,15-8-23,,,,
,Dunk Low Off-White Lot 34,dj0950102,45,795,,,J5 store,J5 store,,,,500,,deadstock 6-8-23
MIKE1103,jordan 1 low travis phantom,DM7866001,44,795,650,,j5 store,Mike,,,,,,
ZA1201,jordan 1 low travis phantom,dm7866001,44,795,650,,J5 Store,Zaka,,11-8-23,,,,
,Dunk sb Low Black Pigeon,883232008,45,995,,,J5 store,J5 store,,,,600,,deadstock 6-8-23
GG0530,Dunk Low Off-White Lot 26,dm1602116,35.5,1045,870,,J5 store,Lino,,05-08-23,,,,
TA1103,jordan 1 low travis olive,dz4137106,42,1045,870,,j5 store,Tariq,10,11/7/23,,,,
TA1104,jordan 4 offwhite sail,cv9388100,40,1395,1070,,j5 store,Tariq,10,11/7/23,,,,
,dunk sb low travis scott,ct5053001,44.5,1545,,,J5 store,J5 store,,,,1200,,deadstock 6-8-23
XT1401,Louis vuitton skate sneaker,1ABZ5X,40,1945,1500,,J5 store,Xplct,,14-08-23,,,,
MIKE1101,dunk sb high dubai,393427071,46,2395,2020,,j5 store,Mike,,,,,,
,New Balance 9060 Shadow Grey,u9060gg,43,325,,,J5 Store,J5 Store,,,,,,
,jordan 1 low concord gs,dv1333100,40,245,,,j5 store,j5 store,,,,,,
MO1601,Nike LD Waffle SF sacai Fragment Blue Void,DH2684400,49.5,325,210,,J5 Store,Mo,,,,,,
MO1602,Nike LD Waffle SF sacai Fragment Blue Void,DH2684400,48.5,325,220,,J5 Store,Mo,,,,,,
MO1603,Nike LD Waffle sacai CLOT Kiss of Death Net Orange,dh1347100,46,295,180,,J5 Store,Mo,,,,,,
MO1604,Nike LD Waffle sacai CLOT Kiss of Death Net Orange,dh1347100,42,295,180,,J5 Store,Mo,,,,,,
MO1605,Jordan 4 lightning ,CT8527700,44.5,445,330,,,,,,,,,
